LocationID,Year,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Class,Topic,Data_Value,Data_Value_Unit,Data_Value_Type,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,StratificationCategory1,Stratification1,TopicID,X_long,Y_lat
24027,2012,MD,Howard,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,570.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,521.1,632,Age group,Ages 65 years and older,T2,-76.93055791,39.25048009
24029,2012,MD,Kent,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,713.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,609.9,818.4,Age group,Ages 65 years and older,T2,-76.04065532,39.25417154
24029,2012,MD,Kent,County,NVSS,Cardiovascular Diseases,Stroke,299.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,259.6,345.7,Age group,Ages 65 years and older,T6,-76.04065532,39.25417154
24029,2012,MD,Kent,County,NVSS,Cardiovascular Diseases,Stroke,14.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,11.1,18.9,Age group,Ages 35-64 years,T6,-76.04065532,39.25417154
24029,2012,MD,Kent,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,52.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,42.4,68.3,Age group,Ages 35-64 years,T2,-76.04065532,39.25417154
24031,2012,MD,Montgomery,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,23.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,21.1,26.9,Age group,Ages 35-64 years,T2,-77.20434575,39.13640572
24031,2012,MD,Montgomery,County,NVSS,Cardiovascular Diseases,Stroke,191.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,174.6,209.2,Age group,Ages 65 years and older,T6,-77.20434575,39.13640572
24031,2012,MD,Montgomery,County,NVSS,Cardiovascular Diseases,Stroke,7.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,5.9,8.3,Age group,Ages 35-64 years,T6,-77.20434575,39.13640572
24031,2012,MD,Montgomery,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,485.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,454.5,514.8,Age group,Ages 65 years and older,T2,-77.20434575,39.13640572
24033,2012,MD,Prince George's,County,NVSS,Cardiovascular Diseases,Stroke,246.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,223.7,266,Age group,Ages 65 years and older,T6,-76.84705042,38.82986856
24033,2012,MD,Prince George's,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,58.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,53.7,64.2,Age group,Ages 35-64 years,T2,-76.84705042,38.82986856
24033,2012,MD,Prince George's,County,NVSS,Cardiovascular Diseases,Stroke,18.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,16.3,20.8,Age group,Ages 35-64 years,T6,-76.84705042,38.82986856
24033,2012,MD,Prince George's,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,788.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,739.7,839.5,Age group,Ages 65 years and older,T2,-76.84705042,38.82986856
24035,2012,MD,Queen Anne's,County,NVSS,Cardiovascular Diseases,Stroke,250.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,197.6,295.1,Age group,Ages 65 years and older,T6,-76.02364497,39.06645182
24035,2012,MD,Queen Anne's,County,NVSS,Cardiovascular Diseases,Stroke,13.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,8.8,17.9,Age group,Ages 35-64 years,T6,-76.02364497,39.06645182
24035,2012,MD,Queen Anne's,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,38,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,28.5,49.9,Age group,Ages 35-64 years,T2,-76.02364497,39.06645182
24035,2012,MD,Queen Anne's,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,629.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,543,740.9,Age group,Ages 65 years and older,T2,-76.02364497,39.06645182
24037,2012,MD,St. Mary's,County,NVSS,Cardiovascular Diseases,Stroke,13.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,9.9,16.6,Age group,Ages 35-64 years,T6,-76.6059449,38.30140436
24037,2012,MD,St. Mary's,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,52.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,41.7,64.2,Age group,Ages 35-64 years,T2,-76.6059449,38.30140436
24037,2012,MD,St. Mary's,County,NVSS,Cardiovascular Diseases,Stroke,263.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,227,319.2,Age group,Ages 65 years and older,T6,-76.6059449,38.30140436
24037,2012,MD,St. Mary's,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,875,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,771.4,1007,Age group,Ages 65 years and older,T2,-76.6059449,38.30140436
24039,2012,MD,Somerset,County,NVSS,Cardiovascular Diseases,Stroke,17.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,13.3,24,Age group,Ages 35-64 years,T6,-75.75895086,38.11359052
24039,2012,MD,Somerset,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,91.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,72.7,118.7,Age group,Ages 35-64 years,T2,-75.75895086,38.11359052
24039,2012,MD,Somerset,County,NVSS,Cardiovascular Diseases,Stroke,179.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,140.9,214.2,Age group,Ages 65 years and older,T6,-75.75895086,38.11359052
24039,2012,MD,Somerset,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,1502.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,1321.3,1746.5,Age group,Ages 65 years and older,T2,-75.75895086,38.11359052
24041,2012,MD,Talbot,County,NVSS,Cardiovascular Diseases,Stroke,11.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,9.1,15.4,Age group,Ages 35-64 years,T6,-76.10358181,38.77024801
24041,2012,MD,Talbot,County,NVSS,Cardiovascular Diseases,Stroke,268.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,227.3,308.4,Age group,Ages 65 years and older,T6,-76.10358181,38.77024801
24041,2012,MD,Talbot,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,46.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,38.5,58.2,Age group,Ages 35-64 years,T2,-76.10358181,38.77024801
24041,2012,MD,Talbot,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,635.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,551.4,721.9,Age group,Ages 65 years and older,T2,-76.10358181,38.77024801
24043,2012,MD,Washington,County,NVSS,Cardiovascular Diseases,Stroke,12.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,10.7,14.6,Age group,Ages 35-64 years,T6,-77.81317538,39.60373414
24043,2012,MD,Washington,County,NVSS,Cardiovascular Diseases,Stroke,271.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,243.4,299.1,Age group,Ages 65 years and older,T6,-77.81317538,39.60373414
24043,2012,MD,Washington,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,847.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,784.9,921.1,Age group,Ages 65 years and older,T2,-77.81317538,39.60373414
24043,2012,MD,Washington,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,66.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,57.3,76.9,Age group,Ages 35-64 years,T2,-77.81317538,39.60373414
24045,2012,MD,Wicomico,County,NVSS,Cardiovascular Diseases,Stroke,16.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,13.1,21.3,Age group,Ages 35-64 years,T6,-75.62208093,38.37283151
24045,2012,MD,Wicomico,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,80.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,66.4,96.5,Age group,Ages 35-64 years,T2,-75.62208093,38.37283151
24045,2012,MD,Wicomico,County,NVSS,Cardiovascular Diseases,Stroke,207.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,172.7,235.3,Age group,Ages 65 years and older,T6,-75.62208093,38.37283151
24045,2012,MD,Wicomico,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,1257.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,1137.8,1381.9,Age group,Ages 65 years and older,T2,-75.62208093,38.37283151
24047,2012,MD,Worcester,County,NVSS,Cardiovascular Diseases,Stroke,195.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,167.8,231.6,Age group,Ages 65 years and older,T6,-75.33393158,38.21282001
24047,2012,MD,Worcester,County,NVSS,Cardiovascular Diseases,Stroke,13.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,11.1,17.4,Age group,Ages 35-64 years,T6,-75.33393158,38.21282001
24047,2012,MD,Worcester,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,787.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,699.3,883.5,Age group,Ages 65 years and older,T2,-75.33393158,38.21282001
24047,2012,MD,Worcester,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,60.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,49.9,74.7,Age group,Ages 35-64 years,T2,-75.33393158,38.21282001
24510,2012,MD,Baltimore,County,NVSS,Cardiovascular Diseases,Stroke,34.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,29.9,39.2,Age group,Ages 35-64 years,T6,-76.61438566,39.30512501
24510,2012,MD,Baltimore,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,104.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,94,114.9,Age group,Ages 35-64 years,T2,-76.61438566,39.30512501
24510,2012,MD,Baltimore,County,NVSS,Cardiovascular Diseases,Stroke,303.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,277.3,331.2,Age group,Ages 65 years and older,T6,-76.61438566,39.30512501
24510,2012,MD,Baltimore,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,910.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,859.3,971.3,Age group,Ages 65 years and older,T2,-76.61438566,39.30512501
25001,2012,MA,Barnstable,County,NVSS,Cardiovascular Diseases,Stroke,227.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,201.2,254.3,Age group,Ages 65 years and older,T6,-70.28985529,41.72330649
25001,2012,MA,Barnstable,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,31.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,25.5,37.6,Age group,Ages 35-64 years,T2,-70.28985529,41.72330649
25001,2012,MA,Barnstable,County,NVSS,Cardiovascular Diseases,Stroke,6.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,4.9,7.9,Age group,Ages 35-64 years,T6,-70.28985529,41.72330649
25001,2012,MA,Barnstable,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,504.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,458,554.4,Age group,Ages 65 years and older,T2,-70.28985529,41.72330649
25003,2012,MA,Berkshire,County,NVSS,Cardiovascular Diseases,Stroke,10.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,8.5,12.2,Age group,Ages 35-64 years,T6,-73.20618269,42.37060948
25003,2012,MA,Berkshire,County,NVSS,Cardiovascular Diseases,Stroke,229.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,206.6,257.2,Age group,Ages 65 years and older,T6,-73.20618269,42.37060948
25003,2012,MA,Berkshire,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,50.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,43.6,60.4,Age group,Ages 35-64 years,T2,-73.20618269,42.37060948
25003,2012,MA,Berkshire,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,563.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,517.4,612.5,Age group,Ages 65 years and older,T2,-73.20618269,42.37060948
25005,2012,MA,Bristol,County,NVSS,Cardiovascular Diseases,Stroke,9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,7.4,10.9,Age group,Ages 35-64 years,T6,-71.11423977,41.79705626
25005,2012,MA,Bristol,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,48.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,42.2,54.5,Age group,Ages 35-64 years,T2,-71.11423977,41.79705626
25005,2012,MA,Bristol,County,NVSS,Cardiovascular Diseases,Stroke,210.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,191.7,228.8,Age group,Ages 65 years and older,T6,-71.11423977,41.79705626
25005,2012,MA,Bristol,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,661,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,619.6,702.9,Age group,Ages 65 years and older,T2,-71.11423977,41.79705626
25007,2012,MA,Dukes,County,NVSS,Cardiovascular Diseases,Stroke,6.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,5,10.3,Age group,Ages 35-64 years,T6,-70.65382633,41.39790643
25007,2012,MA,Dukes,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,18.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,13.8,24.7,Age group,Ages 35-64 years,T2,-70.65382633,41.39790643
25007,2012,MA,Dukes,County,NVSS,Cardiovascular Diseases,Stroke,257.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,208,329.1,Age group,Ages 65 years and older,T6,-70.65382633,41.39790643
25007,2012,MA,Dukes,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,361.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,280.4,468.7,Age group,Ages 65 years and older,T2,-70.65382633,41.39790643
25009,2012,MA,Essex,County,NVSS,Cardiovascular Diseases,Stroke,6.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,5.8,8.1,Age group,Ages 35-64 years,T6,-70.95148846,42.67178643
25009,2012,MA,Essex,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,41.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,37.3,47,Age group,Ages 35-64 years,T2,-70.95148846,42.67178643
25009,2012,MA,Essex,County,NVSS,Cardiovascular Diseases,Stroke,205.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,189.7,224.3,Age group,Ages 65 years and older,T6,-70.95148846,42.67178643
25009,2012,MA,Essex,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,579.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,548.2,619.3,Age group,Ages 65 years and older,T2,-70.95148846,42.67178643
25011,2012,MA,Franklin,County,NVSS,Cardiovascular Diseases,Stroke,11.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,9.1,13.3,Age group,Ages 35-64 years,T6,-72.59182046,42.58325783
25011,2012,MA,Franklin,County,NVSS,Cardiovascular Diseases,Stroke,255.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,226.3,291,Age group,Ages 65 years and older,T6,-72.59182046,42.58325783
25011,2012,MA,Franklin,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,490,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,434.4,561.8,Age group,Ages 65 years and older,T2,-72.59182046,42.58325783
25011,2012,MA,Franklin,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,43.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,34.9,52.1,Age group,Ages 35-64 years,T2,-72.59182046,42.58325783
25013,2012,MA,Hampden,County,NVSS,Cardiovascular Diseases,Stroke,12.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,10.5,14.2,Age group,Ages 35-64 years,T6,-72.63081327,42.13536231
25013,2012,MA,Hampden,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,49.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,43.5,56.2,Age group,Ages 35-64 years,T2,-72.63081327,42.13536231
25013,2012,MA,Hampden,County,NVSS,Cardiovascular Diseases,Stroke,221.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,203.7,242.5,Age group,Ages 65 years and older,T6,-72.63081327,42.13536231
25013,2012,MA,Hampden,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,572.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,534.2,614.7,Age group,Ages 65 years and older,T2,-72.63081327,42.13536231
25015,2012,MA,Hampshire,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,34.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,28.7,40.9,Age group,Ages 35-64 years,T2,-72.66362094,42.34049244
25015,2012,MA,Hampshire,County,NVSS,Cardiovascular Diseases,Stroke,237.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,212,268.1,Age group,Ages 65 years and older,T6,-72.66362094,42.34049244
25015,2012,MA,Hampshire,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,482.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,434.3,537.2,Age group,Ages 65 years and older,T2,-72.66362094,42.34049244
25015,2012,MA,Hampshire,County,NVSS,Cardiovascular Diseases,Stroke,8.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,6.7,10.4,Age group,Ages 35-64 years,T6,-72.66362094,42.34049244
25017,2012,MA,Middlesex,County,NVSS,Cardiovascular Diseases,Stroke,5.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,5.1,6.9,Age group,Ages 35-64 years,T6,-71.39193741,42.48554809
25017,2012,MA,Middlesex,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,32.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,29.3,36.2,Age group,Ages 35-64 years,T2,-71.39193741,42.48554809
25017,2012,MA,Middlesex,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,501.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,480.7,528.3,Age group,Ages 65 years and older,T2,-71.39193741,42.48554809
25017,2012,MA,Middlesex,County,NVSS,Cardiovascular Diseases,Stroke,193.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,182,208.9,Age group,Ages 65 years and older,T6,-71.39193741,42.48554809
25019,2012,MA,Nantucket,County,NVSS,Cardiovascular Diseases,Stroke,5.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,3.7,9.8,Age group,Ages 35-64 years,T6,-70.07344074,41.28422779
25019,2012,MA,Nantucket,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,34.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,23.3,51.7,Age group,Ages 35-64 years,T2,-70.07344074,41.28422779
25019,2012,MA,Nantucket,County,NVSS,Cardiovascular Diseases,Stroke,255.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,179.7,323.3,Age group,Ages 65 years and older,T6,-70.07344074,41.28422779
25019,2012,MA,Nantucket,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,548.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,426.3,704.2,Age group,Ages 65 years and older,T2,-70.07344074,41.28422779
25021,2012,MA,Norfolk,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,542,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,510.8,575.4,Age group,Ages 65 years and older,T2,-71.20724993,42.16243282
25021,2012,MA,Norfolk,County,NVSS,Cardiovascular Diseases,Stroke,6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,5.1,7.1,Age group,Ages 35-64 years,T6,-71.20724993,42.16243282
25021,2012,MA,Norfolk,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,34.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,30.9,38.6,Age group,Ages 35-64 years,T2,-71.20724993,42.16243282
25021,2012,MA,Norfolk,County,NVSS,Cardiovascular Diseases,Stroke,190.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,174,205.5,Age group,Ages 65 years and older,T6,-71.20724993,42.16243282
25023,2012,MA,Plymouth,County,NVSS,Cardiovascular Diseases,Stroke,7.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,6,8.7,Age group,Ages 35-64 years,T6,-70.81310651,41.95334336
25023,2012,MA,Plymouth,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,39.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,34.3,44.1,Age group,Ages 35-64 years,T2,-70.81310651,41.95334336
25023,2012,MA,Plymouth,County,NVSS,Cardiovascular Diseases,Stroke,197.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,177.1,219.8,Age group,Ages 65 years and older,T6,-70.81310651,41.95334336
25023,2012,MA,Plymouth,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,605.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,560.7,655.5,Age group,Ages 65 years and older,T2,-70.81310651,41.95334336
25025,2012,MA,Suffolk,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,481.4,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,444.7,521,Age group,Ages 65 years and older,T2,-71.06924153,42.33429318
25025,2012,MA,Suffolk,County,NVSS,Cardiovascular Diseases,Stroke,10.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,8.8,12.5,Age group,Ages 35-64 years,T6,-71.06924153,42.33429318
25025,2012,MA,Suffolk,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,42.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,37.9,47.8,Age group,Ages 35-64 years,T2,-71.06924153,42.33429318
25025,2012,MA,Suffolk,County,NVSS,Cardiovascular Diseases,Stroke,207,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,186.7,229.9,Age group,Ages 65 years and older,T6,-71.06924153,42.33429318
25027,2012,MA,Worcester,County,NVSS,Cardiovascular Diseases,Stroke,9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,7.9,10.5,Age group,Ages 35-64 years,T6,-71.90762698,42.35148892
25027,2012,MA,Worcester,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,45.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,40.8,49.6,Age group,Ages 35-64 years,T2,-71.90762698,42.35148892
25027,2012,MA,Worcester,County,NVSS,Cardiovascular Diseases,Stroke,252.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,231.2,272.8,Age group,Ages 65 years and older,T6,-71.90762698,42.35148892
25027,2012,MA,Worcester,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,606.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,570.9,641.6,Age group,Ages 65 years and older,T2,-71.90762698,42.35148892
26001,2012,MI,Alcona,County,NVSS,Cardiovascular Diseases,Stroke,15.7,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,11.1,20.6,Age group,Ages 35-64 years,T6,-83.59384278,44.68475982
26001,2012,MI,Alcona,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,130.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,102.8,165.9,Age group,Ages 35-64 years,T2,-83.59384278,44.68475982
26001,2012,MI,Alcona,County,NVSS,Cardiovascular Diseases,Stroke,291.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,233.9,340.9,Age group,Ages 65 years and older,T6,-83.59384278,44.68475982
26001,2012,MI,Alcona,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,878.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,759.7,1005.3,Age group,Ages 65 years and older,T2,-83.59384278,44.68475982
26003,2012,MI,Alger,County,NVSS,Cardiovascular Diseases,Stroke,10.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,7.6,15,Age group,Ages 35-64 years,T6,-86.60404706,46.40903696
26003,2012,MI,Alger,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,55.1,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,37,77.9,Age group,Ages 35-64 years,T2,-86.60404706,46.40903696
26003,2012,MI,Alger,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,672.3,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,586.2,799.8,Age group,Ages 65 years and older,T2,-86.60404706,46.40903696
26003,2012,MI,Alger,County,NVSS,Cardiovascular Diseases,Stroke,250.6,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,208.1,337.7,Age group,Ages 65 years and older,T6,-86.60404706,46.40903696
26005,2012,MI,Allegan,County,NVSS,Cardiovascular Diseases,Stroke,253.8,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,220.9,289.6,Age group,Ages 65 years and older,T6,-85.88823559,42.59138649
26005,2012,MI,Allegan,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,602,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,534,671.6,Age group,Ages 65 years and older,T2,-85.88823559,42.59138649
26005,2012,MI,Allegan,County,NVSS,Cardiovascular Diseases,Stroke,11.2,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,8.9,14.6,Age group,Ages 35-64 years,T6,-85.88823559,42.59138649
26005,2012,MI,Allegan,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,51.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,43.6,62.7,Age group,Ages 35-64 years,T2,-85.88823559,42.59138649
26007,2012,MI,Alpena,County,NVSS,Cardiovascular Diseases,Stroke,14,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,10.9,19.4,Age group,Ages 35-64 years,T6,-83.62606983,45.03458043
26007,2012,MI,Alpena,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,120.9,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,98.2,148,Age group,Ages 35-64 years,T2,-83.62606983,45.03458043
26007,2012,MI,Alpena,County,NVSS,Cardiovascular Diseases,Stroke,267,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,221.8,311,Age group,Ages 65 years and older,T6,-83.62606983,45.03458043
26007,2012,MI,Alpena,County,NVSS,Cardiovascular Diseases,Coronary Heart Disease,827,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,718.8,951.7,Age group,Ages 65 years and older,T2,-83.62606983,45.03458043
26009,2012,MI,Antrim,County,NVSS,Cardiovascular Diseases,Stroke,10.5,"per 100,000","Age-Standardized, Spatiotemporally Smoothed Rate",,,8.5,13.1,Age group,Ages 35-64 years,T6,-85.13950325,44.99909593
